pair,bar_idx,ret_5_bps,abs_ret_5_bps,direction,mid_price,imb5_before,imb10_before,spread_before,depth_ratio_before,prior_ret_5,vol_30_before,micro_dev_before,total_depth_before,imb5_change
ETH,410969,324.82903149736006,324.82903149736006,1,2247.49,0.28370263354858927,-0.015209495108393171,0.6229171208765008,0.9700367359019445,219.8819081138703,55.94760912976386,0.03816481007365093,11.3153,0.14690796571064665
ETH,246832,321.75270042444913,321.75270042444913,1,3111.085,0.5946302371696144,0.6050759019317024,0.5464331575642348,4.0642642720022675,-575.2828322455262,77.97840816924409,-0.206113403875984,78.6146,0.1661148552063188
ETH,443060,-321.21129975465124,321.21129975465124,-1,2545.365,0.9754031420190686,0.6989801725511621,0.03928709634871043,5.644080614058305,30.461433578901076,20.74538227576492,0.018992917817642598,35.1432,-0.021119898340070553
ETH,121884,-321.21072078357685,321.21072078357685,-1,2228.755,0.8491473116771208,0.5551285749522363,3.993260811528735,3.4956809707102905,-15.925207520459672,63.266559279713455,-0.5581046308580601,119.59949999999999,0.2492743523967449
ETH,129311,320.3307433597602,320.3307433597602,1,2276.085,-0.9084243869452255,-0.9620908346240381,0.043935090298553345,0.019320800396698076,64.82638159567512,16.515050487728633,-0.02100776326056773,27.9563,-1.5766937266029697
ETH,305349,-318.44531741084813,318.44531741084813,-1,3794.215,0.8243087346944205,0.79629811257096,0.02635591288254232,8.818269360399055,-5.847591227031712,16.296389360242063,0.011833425535483957,50.97940000000001,0.9132761014664128
ETH,305403,316.88694854773433,316.88694854773433,1,3762.225,-0.4346913675629511,-0.365539658161685,0.026580015815689594,0.4646224209207057,28.682128181922728,22.04228625644453,-0.009169600133447394,62.6378,0.13371489696291172
ETH,55057,-314.9407659587211,314.9407659587211,-1,2001.8049999999998,0.043964615869749216,-0.1570855979270607,0.04995491568854562,0.7284805926052794,18.016169512136138,11.825270596780538,0.02299859677107041,40.367799999999995,0.43087780161450856
ETH,415152,314.0044770169581,314.0044770169581,1,2445.825,-0.16511972280830803,0.0837153893361251,0.040885999610616175,1.182727917421795,22.620123304257778,8.495905188310276,-0.0009376530976454665,66.4824,0.5162014763523759
ETH,210700,-306.6523856241499,306.6523856241499,-1,3888.605,-0.9461928920766081,-0.9251973521104571,0.02571616299474562,0.03885453499483687,8.879954596405781,16.509557314651612,-0.012586687295336118,86.3178,-1.1590667251054798
ETH,90502,-300.9166431096177,300.9166431096177,-1,2281.6949999999997,-0.23607766405779645,0.11772613646884564,0.30678947010956203,1.266869826558539,-148.48332423032963,22.4475650519917,-0.1520084007934738,27.002499999999998,-1.2221611865004007
ETH,134137,-299.956633248758,299.956633248758,-1,2548.035,-0.6998165486400101,-0.6578296510485387,0.0392459287245408,0.20639656718351393,10.764960446627558,27.65202141310257,-0.01298507562138054,142.484,0.1476638473744093
ETH,305351,-298.87200940058256,298.87200940058256,-1,3791.255,0.2324606040955529,0.19247291242274905,0.026376490107413716,1.4766971049855622,-9.196928910901736,16.318659435968872,0.006461444448857677,46.4881,0.18853776794557484
ETH,210705,298.36630091049756,298.36630091049756,1,3769.36,0.6941420152560996,0.8010562551808266,0.2122376212405481,9.053093158660845,-306.6523856241499,54.04357480756156,-0.07443681644957847,55.2518,1.6403349073327078
ETH,326824,-295.403800427223,295.403800427223,-1,3724.0550000000003,-0.15762960055263392,0.008025138375407083,0.02685244981549287,1.0161801244887678,-82.84589358922845,10.30366249046574,-0.002164246013938305,141.6798,0.4904332345806642
ETH,210877,-293.31299584161474,293.31299584161474,-1,3795.9449999999997,-0.45543184192433733,-0.46905146111021523,0.02634390118867247,0.36142269549123063,-48.891166690042674,17.95661926822427,-0.005081614258422083,93.63770000000001,-0.7476028633433642
ETH,134139,-292.51152457759446,292.51152457759446,-1,2549.9849999999997,0.7277435155421105,0.7264905512610405,0.03921591695544692,6.3123616358454315,8.202849803464751,18.816226231971505,0.018088804609837392,165.48240000000004,0.20419789347839623
ETH,121885,-292.4828689561609,292.4828689561609,-1,2240.815,-0.15753361997987375,-0.46029987005191325,0.04462662022620465,0.3695817146987081,-95.97662793421335,64.4825961161103,-0.021997470939258707,45.4797,-0.790256206740942
ETH,273810,291.5900548139394,291.5900548139394,1,2885.215,0.5353099042096248,0.3675585950468097,0.03465946211898777,2.1623482971486165,8.70709975526518,14.86727575303223,0.012743674702618998,60.24399999999999,0.718515103266631
ETH,248340,-291.2048541523982,291.2048541523982,-1,3161.005,-0.5040576104524723,-0.6620385341581215,0.03163550832794722,0.20334153444466763,-73.91950812439485,13.905646818348721,-0.009842196742982928,86.27669999999999,-1.1966396462447524
ETH,199081,290.18485016270245,290.18485016270245,1,3377.33,0.5813282407967308,0.3989138787659814,1.598896169459199,2.3273102295125985,-578.2103696512442,89.22964268046042,0.3010857426782859,54.5243,0.598775509136904
ETH,133158,-289.58200529897505,289.58200529897505,-1,2659.005,-0.7548206314822108,-0.7732853398245418,0.03760805263705137,0.12785007301638812,-92.25845034867119,22.763871121639397,-0.008652277988592909,69.5094,0.0984970465727163
ETH,301045,288.8596744693372,288.8596744693372,1,3305.065,-0.24564268219090551,-0.2395413098401563,0.03025659102080679,0.6135000779101971,479.9102011437295,39.06353016610601,-0.003433433883037914,32.1001,-0.7035455711115733
ETH,410232,-288.39128708922135,288.39128708922135,-1,2607.395,0.7411309575449114,0.7692219227463862,0.03835245522913973,7.666334444766597,1.1123449189809342,31.456670820409432,0.0157611523239355,47.824299999999994,0.2522503001869016
ETH,305350,-286.4970459938543,286.4970459938543,-1,3790.615,-0.4452776520783502,-0.319392107031227,0.026380943461057196,0.5158496017535026,-8.803478164607359,16.317231965552807,-0.006462098174035341,54.77279999999999,-0.19868243401380248
ETH,409764,-285.9722683862798,285.9722683862798,-1,2813.035,0.6049264240755898,0.614022084951657,0.03554879338423991,4.181643617483926,0.355500571467271,11.109882433991114,0.010450865161917327,77.4464,-0.277360965855006
ETH,90504,285.0721307025328,285.0721307025328,1,2173.485,-0.5401882400566744,-0.31530619022316686,7.131404173482595,0.5205584941865602,-610.3427345756485,70.47091511107777,-1.6835197275576395,24.0896,-1.1492654150195136
ETH,410560,284.7800768352493,284.7800768352493,1,2185.1949999999997,-0.36324623353302093,-0.5014666191102333,0.04576250631986405,0.33203094530679395,-180.50971413678286,69.3550691349745,-0.001364099385028415,37.5694,-0.729763249607098
